# Water vapour absoprtion lines extraced from HITRAN Online Database with HAPI
# Reference:
# R.V. Kochanov, I.E. Gordon, L.S. Rothman, P. Wcislo, C. Hill, J.S. Wilzewski,
# HITRAN Application Programming Interface (HAPI):
# A comprehensive approach to working with spectroscopic data,
# J. Quant. Spectrosc. Radiat. Transfer 177, 15-30 (2016)
# https://hitran.org/hapi/
frequency,absorption_lin,absorption_log
9710938727010.645,0.09288120814406932,-1.032072144185824
9820962559096.643,0.263554702648869,-0.5791292301937281
10047905449802.645,0.037375913854503465,-1.4274081798817981
10209493584664.646,0.013800271416220155,-1.8601123720474912
10288938586034.645,0.011042197956290446,-1.956944471418487
10485302646024.645,0.287390992866071,-0.5415268472312351
10545860722540.643,0.09632965242159039,-1.0162400067402821
10630402195696.643,0.04733247965684961,-1.3248407430900468
10710746574440.645,0.02068667871238019,-1.6843092305846936
10747021461858.646,0.011011973399418382,-1.9581348463615047
11092382373474.645,0.010882258425698484,-1.9632809649287173
11226989187116.645,0.10981037172737512,-0.9593566382899545
11252171753588.643,0.012657959678196978,-1.8976362920999652
11278553489892.645,0.048087529546151045,-1.3179675338439236
11537274381146.643,0.008143023246397653,-2.0892143253977786
11818779499208.645,0.08332525569359568,-1.0792233449803963
11884733839968.645,0.006179371653072891,-2.2090556837262207
11911415368730.643,0.018533613193496605,-1.732039905180395
11960881124300.643,0.03472102158941029,-1.4594075051511741
12006149785458.645,0.006350743209485357,-2.1971754474810767
12564663134712.645,0.030926186905018322,-1.5096736237470738
12587747153978.643,0.019950562268075057,-1.700044860053358
12680083231042.645,0.010071835972587501,-1.996891355654383
13083603879510.645,0.020544957654534908,-1.6872947495308894
13301552996476.645,0.008809735464043613,-2.055037132249813
13723360984882.643,0.013858685559132762,-1.8582779588646308
13833984401884.645,0.006199975066456426,-2.2076100570375785
15057737215440.645,0.00661369848023999,-2.1795556085382657
15767945548442.643,0.006194612428930001,-2.207985860432789
40804213300938.64,0.009976116078610018,-2.0010385062008744
40869568056782.66,0.008413127235350312,-2.0750425430120374
41184649930140.64,0.007938758587225814,-2.1002474044833503
41597164352348.65,0.02467179764874411,-1.6077992055776706
41805220318200.66,0.020717543600792664,-1.683661738495425
41845092715114.65,0.005845520606878068,-2.2331768041555358
41902952659508.65,0.006103897107352689,-2.2143927958404603
41947022150834.65,0.012827324422170577,-1.8918639211671653
42120601984016.65,0.007668409624658582,-2.115294696396819
42495342556516.65,0.010393976602175442,-1.98321826515002
42555900633032.64,0.03652244863076808,-1.4374401130878613
42868584166726.65,0.009136898677890073,-2.039201191097557
43074841377830.64,0.029091281622817496,-1.5362371453924482
43408510383584.66,0.012372056999475049,-1.9075580878201308
43628558047756.65,0.008483679666637526,-2.0714157382740686
43676225048578.64,0.04911527280420005,-1.3087834393800177
43717896200240.65,0.01675562445331906,-1.775839382118349
43747575653582.65,0.006585732450708932,-2.181395916736921
43916658599894.65,0.021839901957092834,-1.660749315582188
44131010207364.65,0.027682963622687337,-1.5577874179695386
44174779906232.65,0.0331614355232472,-1.479366677568969
44253325530228.64,0.011999366307457448,-1.9208416886558162
44589692668104.66,0.01243552938420475,-1.9053357219545421
44664340990146.64,0.013597495613358943,-1.8665410726190104
44693720651030.66,0.014241482483552977,-1.846444799960745
44856507955724.65,0.042840746850188335,-1.3681429666429752
44933254824972.64,0.015884620286202033,-1.7990231623022515
45136813903954.66,0.0466237211353025,-1.3313930674942132
45180283810364.65,0.0496786840339655,-1.3038299169449363
45225552471522.65,0.011614223514752605,-1.9350098202615709
45262127151398.64,0.009109103768723944,-2.040524350518206
45337674850814.65,0.015309480162483414,-1.8150395556373242
45418019229558.65,0.008197793156662424,-2.0863030438206156
45491468381768.65,0.01644323746410351,-1.7840126713231326
45573311722802.63,0.016593228435753886,-1.7800691079222135
45606288893182.64,0.04491884253123046,-1.3475714431669488
45648859422218.66,0.01790393296010103,-1.747051556994942
45733101102916.65,0.023952399889781446,-1.620650966313159
45787963122730.65,0.008554813818414046,-2.0677894377319133
45825137387522.65,0.006840390020006398,-2.164919135310932
45985526352552.66,0.02045192724560452,-1.689265760874539
46139619675964.65,0.06013149422285647,-1.2208980041259214
46177093733214.64,0.041945384923882154,-1.3773158158209784
46232555337944.64,0.030042506165367307,-1.5222638410290408
46272727527316.65,0.006285133923735722,-2.2016854639255565
46322493075344.65,0.021257295498132125,-1.6724919902808122
46474787644008.66,0.007501349659765543,-2.1248605903343316
46598002344246.65,0.03287315151029761,-1.4831586586222765
46694835308180.65,0.020570023780886383,-1.6867652062196288
46723615384148.65,0.05889133703665719,-1.2299485855843781
46775179686924.65,0.05558494829003911,-1.2550427940213842
46913983594978.65,0.007877002401844772,-2.1036390221061856
47060881899398.65,0.02335805980258009,-1.6315632339923254
47252749072518.65,0.06057825788432955,-1.2176832203082386
48468107697250.65,0.05509451044251648,-1.2588916716254026
48673165738522.65,0.019948084652607834,-1.7000987974577626
48800877325630.65,0.010088016963361241,-1.9961941961526604
49035614820244.65,0.044423951756235716,-1.3523828111727128
49091376217432.66,0.008575805215663418,-2.066725091774816
49345000636900.65,0.04111479968256775,-1.3860018213471135
49388170750852.66,0.012460053739710033,-1.9044800845781977
49415152072072.64,0.00994025645881683,-2.0026024106517624
49537767187394.64,0.06284220739784928,-1.2017485683190767
49563849131240.65,0.062474703213429954,-1.2042957983159714
49601023396032.65,0.022903938880581492,-1.640089823904621
49849851136172.65,0.019595224579660106,-1.7078497547350893
